매물번호,보증금,월세,관리비,전용면적,노후도,해당층,전체층,엘리베이터,방향,위도,경도,주소,옵션_냉장고,옵션_침대,옵션_전자레인지,옵션_에어컨,옵션_세탁기,지하철역_거리(m),세탁소_거리(m),카페_거리(m),약국_거리(m),대형마트_거리(m),편의점_거리(m),버스정류장_거리(m)
47746505,200,37,5.0,26.45,6.0,2,4,False,SW,35.8398192414954,128.755083308001,경상북도 경산시 조영동,True,True,True,True,True,442.0,70.0,46.0,178.0,1921.0,54.0,177.0
47743061,50,15,5.0,20.1,6.0,2,3,False,SE,35.8415058375031,128.752925627447,경상북도 경산시 임당동,True,True,True,True,True,581.0,200.0,206.0,413.0,1833.0,50.0,97.0
47742467,300,45,5.0,40.0,6.0,2,4,True,S,35.8392882215578,128.756432833482,경상북도 경산시 조영동,True,True,True,True,True,465.0,170.0,14.0,92.0,2012.0,14.0,188.0
47742052,100,30,5.0,26.44,6.0,3,3,False,W,35.839138815754886,128.75249593451022,경상북도 경산시 조영동,True,True,True,True,True,320.0,103.0,66.0,248.0,1677.0,48.0,247.0
47741934,150,29,5.0,23.14,7.0,2,3,False,W,35.8385858757984,128.755058456559,경상북도 경산시 조영동,True,True,True,True,True,324.0,97.0,22.0,41.0,1869.0,134.0,203.0
47741781,300,24,9.0,33.05,7.0,2,4,False,SW,35.8243794568835,128.723645511913,경상북도 경산시 옥산동,True,True,False,True,True,1156.0,199.0,89.0,126.0,1200.0,72.0,154.0
47741252,500,41,9.0,49.58,6.0,4,4,False,S,35.8158668008986,128.762956229171,경상북도 경산시 사동,True,True,False,True,True,2445.0,296.0,120.0,604.0,3122.0,248.0,109.0
47741138,100,17,9.0,33.05,6.0,2,3,False,S,35.8158268344098,128.763923521215,경상북도 경산시 사동,True,True,False,True,True,2483.0,367.0,196.0,654.0,3194.0,334.0,107.0
47741125,100,15,9.0,33.05,6.0,1,3,False,S,35.8158268344098,128.763923521215,경상북도 경산시 사동,True,True,False,True,True,2483.0,367.0,196.0,654.0,3194.0,334.0,107.0
47741053,100,19,9.0,33.05,6.0,3,4,False,SW,35.8158268344098,128.763923521215,경상북도 경산시 사동,True,True,True,True,True,2483.0,367.0,196.0,654.0,3194.0,334.0,107.0
47741026,500,45,10.0,45.0,6.0,3,4,False,SW,35.8372289660543,128.751736359274,경상북도 경산시 대동,True,True,True,True,True,146.0,279.0,49.0,149.0,1537.0,107.0,188.0
47741004,200,32,10.0,30.0,6.0,3,4,True,SW,35.8409388484148,128.755745886485,경상북도 경산시 조영동,True,True,True,True,True,580.0,94.0,43.0,185.0,2027.0,12.0,162.0
47740784,100,14,9.0,25.5,29.0,2,3,False,SE,35.826012000758,128.728327935789,경상북도 경산시 옥산동,True,True,False,True,True,894.0,364.0,24.0,241.0,1011.0,121.0,199.0
47739507,200,25,10.0,29.75,6.0,3,4,False,E,35.84416333999101,128.69625463138928,대구시 수성구 시지동,True,False,False,True,True,300.0,34.0,34.0,72.0,118.0,195.0,187.0
47737313,70,19,5.0,20.1,6.0,1,3,False,SE,35.8435975057204,128.752976423364,경상북도 경산시 조영동,True,True,True,True,True,814.0,293.0,293.0,571.0,1967.0,185.0,287.0
47737232,70,15,5.0,20.1,6.0,2,3,False,SW,35.8440733879429,128.752124071925,경상북도 경산시 조영동,True,True,True,True,True,869.0,385.0,258.0,662.0,1939.0,203.0,245.0
47736702,70,16,5.0,20.1,6.0,1,3,False,SW,35.8432956103835,128.752718326191,경상북도 경산시 임당동,True,True,True,True,True,781.0,287.0,259.0,563.0,1929.0,155.0,255.0
47736553,70,23,5.0,20.1,6.0,2,3,False,SE,35.8406769754407,128.752598835704,경상북도 경산시 임당동,True,True,True,True,True,490.0,189.0,160.0,352.0,1762.0,46.0,122.0
47736345,200,32,5.0,27.0,6.0,3,4,False,W,35.8392217870554,128.759495008596,경상북도 경산시 압량읍 부적리,True,True,True,True,True,682.0,446.0,130.0,140.0,2270.0,39.0,105.0
47729723,200,21,9.0,28.0,16.0,2,4,False,SW,35.8305119648581,128.730394458983,경상북도 경산시 정평동,True,True,False,True,True,434.0,201.0,109.0,296.0,537.0,56.0,204.0
47728286,100,28,5.0,23.14,6.0,3,3,False,E,35.8390759800663,128.753461241684,경상북도 경산시 조영동,True,True,True,True,True,316.0,21.0,2.0,172.0,1754.0,2.0,224.0
47727812,200,25,5.0,26.45,7.0,4,4,False,S,35.8379224373469,128.754239954949,경상북도 경산시 조영동,True,True,True,True,True,221.0,153.0,1.0,80.0,1775.0,67.0,110.0
47727722,150,29,0.0,23.14,6.0,2,3,False,SE,35.8388113370622,128.754342753277,경상북도 경산시 조영동,True,True,True,True,True,312.0,64.0,54.0,92.0,1817.0,85.0,207.0
47727361,200,30,5.0,40.0,6.0,4,4,False,SW,35.8314500261897,128.748694455965,경상북도 경산시 계양동,True,True,True,True,True,655.0,796.0,13.0,728.0,1201.0,28.0,129.0
47724949,200,27,5.0,27.0,6.0,3,4,False,S,35.8395157336913,128.760639068462,경상북도 경산시 압량읍 부적리,True,True,True,True,True,789.0,406.0,116.0,224.0,2379.0,133.0,164.0
47724940,200,30,13.0,25.5,6.0,2,3,False,NE,35.8393274548845,128.750769223076,경상북도 경산시 대동,True,True,True,True,True,388.0,259.0,165.0,361.0,1545.0,124.0,339.0
47722086,150,28,7.0,29.75,11.0,2,3,False,S,35.838827603984,128.754715952571,경상북도 경산시 조영동,True,True,True,True,True,329.0,61.0,63.0,74.0,1849.0,117.0,219.0
47719055,100,18,9.0,33.06,24.0,3,3,False,SW,35.8164702840775,128.762618412947,경상북도 경산시 사동,True,True,True,True,True,2372.0,284.0,82.0,645.0,3057.0,209.0,37.0
47718679,200,27,8.0,20.0,6.0,2,3,False,S,35.8408817488998,128.753960832477,경상북도 경산시 조영동,True,True,True,True,True,522.0,135.0,97.0,312.0,1880.0,135.0,23.0
47717058,300,42,8.0,30.0,6.0,2,4,False,W,35.8378716545081,128.752563893814,경상북도 경산시 대동,True,True,True,True,True,179.0,177.0,51.0,134.0,1630.0,56.0,148.0
47716657,2000,31,9.0,27.6,6.0,2,4,False,S,35.8169309303019,128.72776526796,경상북도 경산시 옥곡동,True,False,False,True,True,1904.0,211.0,232.0,342.0,1917.0,278.0,187.0
47715085,200,31,0.0,39.67,6.0,2,4,True,S,35.8149696639775,128.755685157312,경상북도 경산시 사동,True,True,False,True,True,2383.0,82.0,58.0,250.0,2706.0,148.0,123.0
47713697,200,33,9.0,29.75,11.0,3,4,True,W,35.840982468128,128.755831843447,경상북도 경산시 조영동,True,True,True,True,True,588.0,95.0,49.0,182.0,2036.0,13.0,169.0
47713675,150,33,5.0,27.0,6.0,2,4,False,SW,35.8410557143652,128.755610898279,경상북도 경산시 조영동,True,True,True,True,True,587.0,76.0,58.0,202.0,2022.0,29.0,149.0
47713659,200,37,5.0,27.0,6.0,3,4,False,SE,35.8409388484141,128.755745886485,경상북도 경산시 조영동,True,True,True,True,True,580.0,94.0,43.0,185.0,2027.0,12.0,162.0
47713640,200,30,0.0,27.5,6.0,4,4,False,E,35.8388993179307,128.758925912597,경상북도 경산시 조영동,True,True,True,True,True,620.0,397.0,96.0,100.0,2211.0,62.0,128.0
47713635,150,30,5.0,33.05,26.0,3,3,False,S,35.8408589934826,128.753735669256,경상북도 경산시 조영동,True,True,True,True,True,516.0,153.0,105.0,317.0,1861.0,133.0,26.0
47713626,200,31,5.0,27.0,7.0,1,3,False,NW,35.838657159848,128.75392889032,경상북도 경산시 조영동,True,True,True,True,True,282.0,66.0,45.0,112.0,1776.0,62.0,185.0
47713593,200,32,0.0,26.45,6.0,3,4,False,S,35.8395527876078,128.756802879509,경상북도 경산시 조영동,True,True,True,True,True,509.0,204.0,58.0,48.0,2053.0,58.0,143.0
47713570,200,37,10.0,40.0,6.0,3,4,False,SW,35.8386709827854,128.757465920057,경상북도 경산시 조영동,True,True,True,True,True,493.0,273.0,99.0,84.0,2078.0,116.0,190.0
47713495,100,29,5.0,29.75,,2,3,False,W,35.8378143531169,128.751506539883,경상북도 경산시 대동,True,True,True,True,True,210.0,247.0,37.0,197.0,1538.0,62.0,226.0
47712746,200,35,10.0,27.0,6.0,1,3,False,SE,35.8395802688636,128.752860895366,경상북도 경산시 조영동,True,True,True,True,True,367.0,82.0,66.0,249.0,1727.0,67.0,188.0
47711348,200,28,5.0,27.0,6.0,2,4,True,W,35.8400713261704,128.759110051194,경상북도 경산시 압량읍 부적리,True,True,True,True,True,704.0,397.0,78.0,75.0,2268.0,71.0,16.0
47711271,200,32,10.0,40.0,6.0,2,4,False,S,35.8399098694701,128.754437223397,경상북도 경산시 조영동,True,True,True,True,True,428.0,62.0,20.0,196.0,1872.0,114.0,139.0
47707969,200,33,0.0,30.0,6.0,4,4,False,W,35.8382044997829,128.754782238973,경상북도 경산시 조영동,True,True,True,True,True,276.0,130.0,20.0,24.0,1831.0,118.0,154.0
47707837,200,35,0.0,30.0,6.0,2,4,False,W,35.8402135342987,128.75631921638,경상북도 경산시 조영동,True,True,True,True,True,538.0,185.0,53.0,95.0,2040.0,79.0,161.0
47707343,200,38,0.0,30.0,6.0,3,4,True,W,35.8392882215578,128.756432833482,경상북도 경산시 조영동,True,True,True,True,True,465.0,170.0,14.0,92.0,2012.0,14.0,188.0
47707306,300,42,8.0,40.0,6.0,2,4,True,SE,35.8392882215578,128.756432833482,경상북도 경산시 조영동,True,True,True,True,True,465.0,170.0,14.0,92.0,2012.0,14.0,188.0
47706321,200,30,0.0,30.0,6.0,3,4,False,E,35.8405656533684,128.756210997979,경상북도 경산시 조영동,True,True,True,True,True,565.0,152.0,41.0,126.0,2047.0,47.0,173.0
47706310,200,28,0.0,19.83,6.0,3,4,False,SW,35.840091324207,128.759578183537,경상북도 경산시 압량읍 부적리,True,True,True,True,True,740.0,435.0,42.0,116.0,2309.0,83.0,58.0
47706191,200,24,5.0,19.83,6.0,3,4,False,SW,35.837721345709,128.757911649358,경상북도 경산시 조영동,True,True,True,True,True,483.0,353.0,124.0,178.0,2087.0,191.0,275.0
47705931,500,36,9.0,49.59,6.0,3,4,False,S,35.8174412187687,128.75808667108,경상북도 경산시 사동,True,True,False,True,True,2147.0,263.0,94.0,443.0,2671.0,69.0,104.0
47705819,200,36,0.0,30.0,7.0,1,3,False,S,35.8386598910617,128.753933155839,경상북도 경산시 조영동,True,True,True,True,True,282.0,66.0,44.0,112.0,1776.0,62.0,185.0
47705731,100,27,5.0,29.8,6.0,3,4,False,SE,35.8394972694718,128.756193307234,경상북도 경산시 조영동,True,True,True,True,True,468.0,149.0,38.0,100.0,2000.0,38.0,194.0
47705661,200,35,5.0,40.0,6.0,2,3,False,SE,35.8428497159164,128.748700239429,경상북도 경산시 임당동,True,True,True,True,True,821.0,195.0,88.0,770.0,1617.0,46.0,117.0
47705330,100,22,5.0,27.0,6.0,2,3,False,E,35.8413709870081,128.751668195445,경상북도 경산시 임당동,True,True,True,True,True,576.0,299.0,195.0,465.0,1729.0,68.0,200.0
47705253,200,25,5.0,27.0,6.0,1,3,False,W,35.8428497159164,128.748700239429,경상북도 경산시 임당동,True,True,True,True,True,821.0,195.0,88.0,770.0,1617.0,46.0,117.0
47704739,200,33,5.0,27.0,6.0,3,4,True,SE,35.8392882215578,128.756432833482,경상북도 경산시 조영동,True,True,True,True,True,465.0,170.0,14.0,92.0,2012.0,14.0,188.0
47703562,100,20,5.0,27.0,6.0,3,3,False,S,35.8225547050177,128.75613613992,경상북도 경산시 삼풍동,True,True,True,True,True,1554.0,196.0,75.0,234.0,2192.0,61.0,254.0
47702892,200,35,7.0,25.0,6.0,2,4,True,W,35.8398192414954,128.755083308001,경상북도 경산시 조영동,True,True,True,True,True,442.0,70.0,46.0,178.0,1921.0,54.0,177.0
47699938,300,26,9.0,39.67,6.0,2,4,False,S,35.814678552992,128.753589965468,경상북도 경산시 사동,True,True,False,True,True,2403.0,215.0,86.0,260.0,2608.0,110.0,94.0
47699868,200,25,5.0,27.0,6.0,4,4,False,SW,35.8405656533684,128.756210997979,경상북도 경산시 조영동,True,True,True,True,True,565.0,152.0,41.0,126.0,2047.0,47.0,173.0
47699794,100,25,5.0,34.0,6.0,2,3,False,S,35.8215002216798,128.75540124409,경상북도 경산시 삼풍동,True,True,True,True,True,1659.0,81.0,42.0,105.0,2202.0,65.0,124.0
47698447,100,23,5.0,20.1,6.0,3,3,False,SE,35.8425321797142,128.753533346217,경상북도 경산시 조영동,True,True,True,True,True,698.0,176.0,250.0,451.0,1940.0,77.0,159.0
47697655,200,30,9.0,25.0,6.0,3,4,False,S,35.8389685278027,128.758550172723,경상북도 경산시 조영동,True,False,True,True,True,594.0,363.0,116.0,67.0,2181.0,74.0,125.0
47696113,100,25,5.0,23.14,6.0,2,3,False,NW,35.8387264464304,128.754441812874,경상북도 경산시 조영동,True,True,True,True,True,308.0,71.0,67.0,79.0,1822.0,96.0,201.0
47696037,100,23,5.0,20.1,6.0,3,3,False,NE,35.8404514769857,128.753410400474,경상북도 경산시 조영동,True,True,True,True,True,467.0,140.0,99.0,289.0,1814.0,120.0,80.0
47695896,100,17,5.0,20.1,7.0,3,3,False,SE,35.8399191547025,128.75240564293,경상북도 경산시 조영동,True,True,True,True,True,407.0,137.0,117.0,304.0,1707.0,57.0,183.0
47692571,200,26,9.0,33.05,6.0,2,4,False,W,35.8324896973947,128.745983763936,경상북도 경산시 계양동,True,True,True,True,True,478.0,547.0,10.0,818.0,946.0,232.0,168.0
47692559,100,21,9.0,39.67,6.0,3,4,False,S,35.8309654695208,128.748281028699,경상북도 경산시 계양동,True,True,False,True,True,720.0,767.0,79.0,794.0,1173.0,91.0,118.0
47692533,100,17,9.0,29.4,6.0,2,3,False,E,35.8229785279371,128.717669168947,경상북도 경산시 옥산동,True,True,False,True,True,1574.0,109.0,328.0,205.0,1332.0,242.0,184.0
47692089,500,36,9.0,35.5,6.0,3,4,True,SW,35.8157310300643,128.738316109172,경상북도 경산시 삼남동,True,False,False,True,True,2058.0,349.0,176.0,321.0,1936.0,431.0,72.0
47690943,200,18,9.0,35.5,6.0,2,3,False,SW,35.8010841681901,128.73731712558,경상북도 경산시 백천동,True,False,False,True,True,3687.0,332.0,26.0,358.0,2549.0,27.0,95.0
47690687,100,30,5.0,23.1,6.0,2,3,False,SW,35.8409622597752,128.752445193237,경상북도 경산시 임당동,True,True,True,True,True,522.0,223.0,194.0,385.0,1765.0,19.0,128.0
47690236,70,19,5.0,33.0,6.0,2,3,False,S,35.8434670490915,128.752937582653,경상북도 경산시 조영동,True,True,True,True,True,800.0,285.0,284.0,562.0,1956.0,171.0,275.0
47690125,100,22,5.0,26.44,15.0,2,3,False,S,35.840096880667,128.751044328208,경상북도 경산시 임당동,True,True,True,True,True,455.0,254.0,233.0,408.0,1608.0,121.0,276.0
47689982,200,32,5.0,27.0,6.0,2,3,False,NE,35.8396628321723,128.752390043449,경상북도 경산시 조영동,True,True,True,True,True,379.0,124.0,109.0,289.0,1693.0,32.0,205.0
47689573,200,27,5.0,25.0,6.0,2,4,True,S,35.8443373695665,128.759925771967,경상북도 경산시 압량읍 부적리,True,True,True,True,True,1100.0,234.0,64.0,341.0,2537.0,128.0,129.0
47689562,200,30,8.0,25.0,6.0,3,5,True,S,35.8415726717686,128.757627336635,경상북도 경산시 압량읍 부적리,True,True,True,True,True,729.0,224.0,117.0,164.0,2210.0,31.0,122.0
47689554,200,26,9.0,33.06,6.0,2,4,False,SW,35.8382637992626,128.764932287759,경상북도 경산시 압량읍 신대리,True,True,True,True,True,1111.0,224.0,89.0,330.0,2716.0,85.0,56.0
47689526,100,22,5.0,25.0,6.0,1,4,False,S,35.8430837825354,128.763952609876,경상북도 경산시 압량읍 신대리,True,True,True,True,True,1254.0,327.0,76.0,140.0,2799.0,116.0,143.0
47689466,100,25,5.0,25.0,6.0,2,4,False,E,35.839260004356,128.764219632285,경상북도 경산시 압량읍 신대리,True,True,False,True,True,1077.0,136.0,135.0,211.0,2680.0,75.0,98.0
47689448,100,15,5.0,20.0,6.0,2,5,True,S,35.8427170069011,128.76340760983,경상북도 경산시 압량읍 신대리,True,True,True,True,True,1191.0,309.0,49.0,96.0,2737.0,54.0,81.0
47689418,1000,20,5.0,35.0,6.0,3,4,False,S,35.8382768694627,128.764705045588,경상북도 경산시 압량읍 신대리,True,True,True,True,True,1091.0,225.0,109.0,324.0,2697.0,102.0,36.0
47688985,200,33,5.0,27.0,6.0,4,4,False,NE,35.8372434676934,128.752385623606,경상북도 경산시 대동,True,True,True,True,True,116.0,246.0,32.0,96.0,1593.0,105.0,130.0
47687718,200,30,5.0,33.0,6.0,2,4,False,S,35.8373442163176,128.751458465619,경상북도 경산시 대동,True,True,True,True,True,173.0,285.0,38.0,177.0,1517.0,105.0,215.0
47687673,300,28,9.0,24.24,6.0,2,4,True,SW,35.8272652799756,128.734638519651,경상북도 경산시 중방동,True,True,False,True,True,943.0,95.0,29.0,247.0,641.0,75.0,233.0
47685804,100,20,5.0,27.0,6.0,3,4,False,S,35.8381154476728,128.754728152999,경상북도 경산시 조영동,True,True,True,True,True,265.0,139.0,21.0,31.0,1824.0,107.0,143.0
47685801,200,32,5.0,27.0,6.0,2,4,False,SW,35.8409524353182,128.756665752015,경상북도 경산시 조영동,True,True,True,True,True,623.0,157.0,82.0,138.0,2102.0,75.0,148.0
47685797,200,30,10.0,27.0,6.0,4,4,False,S,35.8369375397417,128.752292685289,경상북도 경산시 대동,True,True,True,True,True,89.0,280.0,51.0,93.0,1575.0,108.0,136.0
47685795,150,27,5.0,27.0,6.0,4,4,False,SE,35.8408197089072,128.755382805088,경상북도 경산시 조영동,True,True,True,True,True,554.0,92.0,45.0,202.0,1992.0,41.0,133.0
47685792,300,50,10.0,40.0,6.0,2,3,False,SW,35.843841766551,128.757555006382,경상북도 경산시 압량읍 부적리,True,True,True,True,True,942.0,329.0,183.0,410.0,2325.0,72.0,249.0
47685790,200,38,10.0,27.0,6.0,1,3,False,SE,35.8390467236721,128.753224541774,경상북도 경산시 조영동,True,True,True,True,True,310.0,41.0,21.0,188.0,1733.0,21.0,232.0
47685433,200,38,10.0,27.0,6.0,2,3,False,SW,35.8390467236721,128.753224541774,경상북도 경산시 조영동,True,True,True,True,True,310.0,41.0,21.0,188.0,1733.0,21.0,232.0
47685420,200,27,5.0,27.0,6.0,1,3,False,SW,35.840129470245,128.752455534077,경상북도 경산시 조영동,True,True,True,True,True,430.0,148.0,125.0,316.0,1721.0,80.0,164.0
47685412,150,32,8.0,27.0,6.0,2,4,False,SE,35.8410454705292,128.755633581429,경상북도 경산시 조영동,True,True,True,True,True,586.0,78.0,56.0,200.0,2023.0,27.0,151.0
47685383,200,31,5.0,26.45,6.0,2,3,False,S,35.8392551954616,128.753653877076,경상북도 경산시 조영동,True,True,True,True,True,339.0,6.0,11.0,171.0,1778.0,28.0,202.0
47685217,100,21,9.0,40.0,6.0,3,4,False,S,35.8165066034343,128.762304785647,경상북도 경산시 사동,True,True,True,True,True,2358.0,260.0,56.0,636.0,3032.0,181.0,42.0
47685063,300,24,9.0,26.2,7.0,2,3,False,SW,35.824379456883,128.723645511913,경상북도 경산시 옥산동,True,True,False,True,True,1156.0,199.0,89.0,126.0,1200.0,72.0,154.0
47684314,150,30,5.0,27.0,6.0,2,4,False,W,35.8382278221322,128.757877784884,경상북도 경산시 조영동,True,True,True,True,True,502.0,325.0,122.0,122.0,2099.0,174.0,224.0
47683422,200,31,5.0,27.0,6.0,3,3,False,SW,35.8394776528494,128.753581859678,경상북도 경산시 조영동,True,True,True,True,True,362.0,31.0,0.0,193.0,1782.0,48.0,179.0
47683082,200,30,5.0,27.0,6.0,2,3,False,SW,35.8408817488998,128.753960832477,경상북도 경산시 조영동,True,True,True,True,True,522.0,135.0,97.0,312.0,1880.0,135.0,23.0
47682531,100,30,5.0,26.45,6.0,2,3,False,SE,35.8384558973505,128.75450568527,경상북도 경산시 조영동,True,True,True,True,True,284.0,100.0,58.0,56.0,1817.0,116.0,174.0
47682497,100,30,5.0,29.75,,2,3,False,SE,35.8378143531169,128.751506539883,경상북도 경산시 대동,True,True,True,True,True,210.0,247.0,37.0,197.0,1538.0,62.0,226.0
47682248,200,30,5.0,29.75,11.0,2,4,False,S,35.8405656533677,128.75621099798,경상북도 경산시 조영동,True,True,True,True,True,565.0,152.0,41.0,126.0,2047.0,47.0,173.0
47681535,200,32,5.0,26.45,6.0,2,4,False,SW,35.8399077379254,128.76191036205,경상북도 경산시 압량읍 부적리,True,True,True,True,True,910.0,286.0,86.0,179.0,2501.0,216.0,87.0
47681435,150,30,5.0,26.45,6.0,1,3,False,S,35.8388113370615,128.754342753278,경상북도 경산시 조영동,True,True,True,True,True,312.0,64.0,54.0,92.0,1817.0,85.0,207.0
47681211,300,35,10.0,30.0,6.0,1,3,False,S,35.8233251312041,128.754417512895,경상북도 경산시 삼풍동,True,True,True,True,True,1447.0,159.0,137.0,266.0,2015.0,139.0,242.0
47680999,300,35,10.0,30.0,6.0,3,3,False,S,35.8233251312041,128.754417512895,경상북도 경산시 삼풍동,True,True,True,True,True,1447.0,159.0,137.0,266.0,2015.0,139.0,242.0
47680947,200,40,9.0,40.0,6.0,1,4,False,S,35.8373416662741,128.751157397615,경상북도 경산시 대동,True,True,True,True,True,194.0,305.0,12.0,203.0,1491.0,113.0,241.0
47680315,200,35,5.0,30.0,6.0,2,4,False,SE,35.8385715940321,128.758235413381,경상북도 경산시 조영동,True,True,True,True,True,548.0,343.0,105.0,88.0,2140.0,126.0,176.0
47679908,200,30,5.0,30.0,6.0,3,4,False,S,35.8225734928294,128.757372021792,경상북도 경산시 삼풍동,True,True,True,True,True,1577.0,245.0,183.0,319.0,2286.0,128.0,311.0
47678964,200,30,8.0,23.14,6.0,2,4,False,W,35.8380704794718,128.756572093403,경상북도 경산시 조영동,True,True,True,True,True,390.0,232.0,36.0,138.0,1981.0,125.0,250.0
47677388,200,30,7.0,30.0,6.0,2,4,False,S,35.8382375042062,128.75924175123,경상북도 경산시 조영동,True,True,True,True,True,615.0,441.0,18.0,168.0,2217.0,59.0,203.0
47677141,300,45,7.0,40.0,6.0,4,4,False,SW,35.8392954893512,128.758806395796,경상북도 경산시 압량읍 부적리,True,True,True,True,True,633.0,383.0,141.0,78.0,2214.0,34.0,84.0
47676805,200,30,5.0,27.0,6.0,3,3,False,S,35.8388317018315,128.75313902133,경상북도 경산시 조영동,True,True,True,True,True,285.0,61.0,19.0,185.0,1717.0,38.0,212.0
47676426,500,45,5.0,39.67,6.0,2,3,False,NW,35.8372289660536,128.751736359274,경상북도 경산시 대동,True,True,True,True,True,146.0,279.0,49.0,149.0,1537.0,107.0,188.0
47675710,300,26,9.0,35.5,6.0,2,4,False,SE,35.8228932408803,128.73926641188,경상북도 경산시 중방동,True,False,False,True,True,1257.0,234.0,136.0,158.0,1173.0,201.0,120.0
47675549,100,26,9.0,50.0,6.0,3,4,False,S,35.8244921905042,128.738557415408,경상북도 경산시 중방동,True,False,False,True,True,1093.0,322.0,56.0,90.0,984.0,46.0,113.0
47670110,100,22,5.0,27.0,6.0,2,3,False,S,35.8218739108939,128.756259003056,경상북도 경산시 삼풍동,True,True,True,True,True,1631.0,127.0,90.0,192.0,2242.0,14.0,190.0
47669787,100,20,5.0,29.75,28.0,1,3,False,W,35.8378143531176,128.751506539883,경상북도 경산시 대동,True,True,True,True,True,210.0,247.0,37.0,197.0,1538.0,62.0,226.0
47669620,500,39,0.0,49.59,6.0,3,4,True,S,35.8280677151368,128.737490156119,경상북도 경산시 중방동,True,False,True,True,True,745.0,118.0,97.0,136.0,576.0,32.0,240.0
47669612,200,21,9.0,39.66,24.0,2,3,False,S,35.8161177582731,128.762913651929,경상북도 경산시 사동,True,True,False,True,True,2418.0,297.0,108.0,625.0,3102.0,238.0,81.0
47669609,100,16,9.0,39.67,6.0,1,3,False,NE,35.8162160278664,128.762670875616,경상북도 경산시 사동,True,False,True,True,True,2400.0,279.0,85.0,623.0,3078.0,215.0,65.0
47669604,200,18,9.0,39.67,6.0,2,3,False,S,35.8161177582731,128.762913651929,경상북도 경산시 사동,True,True,False,True,True,2418.0,297.0,108.0,625.0,3102.0,238.0,81.0
47669603,1000,36,9.0,59.5,6.0,3,4,False,S,35.8145978135243,128.753793637868,경상북도 경산시 사동,True,True,False,True,True,2412.0,235.0,71.0,242.0,2627.0,110.0,95.0
47669599,300,26,9.0,42.0,6.0,2,4,False,S,35.8022915884211,128.736575515635,경상북도 경산시 백천동,True,True,False,True,True,3561.0,326.0,54.0,278.0,2617.0,14.0,168.0
47669597,200,26,9.0,40.0,6.0,2,4,True,NW,35.8254861053787,128.735411411036,경상북도 경산시 중방동,True,True,True,True,True,1086.0,25.0,126.0,105.0,834.0,163.0,129.0
47669587,200,26,9.0,31.8,6.0,3,4,False,SE,35.8103468012132,128.759781607781,경상북도 경산시 사동,True,True,True,True,True,2950.0,190.0,100.0,56.0,3336.0,75.0,68.0
47669582,500,31,9.0,50.0,6.0,4,4,False,E,35.8097195112824,128.759074792766,경상북도 경산시 사동,True,False,False,True,True,3006.0,113.0,29.0,137.0,3348.0,70.0,161.0
47669581,300,36,9.0,48.5,7.0,2,3,False,S,35.8170973997749,128.739655859676,경상북도 경산시 삼북동,True,False,False,True,True,1895.0,187.0,17.0,227.0,1806.0,243.0,198.0
47669580,300,26,9.0,39.67,6.0,2,4,False,SW,35.817441218768,128.75808667108,경상북도 경산시 사동,True,True,True,True,True,2147.0,263.0,94.0,443.0,2671.0,69.0,104.0
47669578,200,29,9.0,42.98,6.0,2,4,False,S,35.8095330132332,128.759306314942,경상북도 경산시 사동,True,True,False,True,True,3030.0,92.0,0.0,133.0,3377.0,92.0,161.0
47669576,200,26,9.0,39.67,6.0,2,4,False,S,35.8097374808418,128.759238475581,경상북도 경산시 사동,True,True,True,True,True,3007.0,114.0,24.0,124.0,3356.0,72.0,148.0
47669572,100,18,9.0,39.67,6.0,4,4,False,N,35.8270826116024,128.735519097105,경상북도 경산시 중방동,True,True,False,True,True,927.0,149.0,55.0,165.0,657.0,131.0,161.0
47669570,200,26,9.0,42.98,6.0,2,4,False,S,35.8095663702785,128.759440688794,경상북도 경산시 사동,True,True,True,True,True,3029.0,98.0,13.0,121.0,3382.0,97.0,150.0
47669569,200,23,9.0,40.0,6.0,4,4,False,S,35.8102683552967,128.759452527175,경상북도 경산시 사동,True,True,True,True,True,2953.0,175.0,83.0,86.0,3323.0,46.0,98.0
47669566,200,29,9.0,40.0,6.0,3,4,False,S,35.8095330132339,128.759306314942,경상북도 경산시 사동,True,True,False,True,True,3030.0,92.0,0.0,133.0,3377.0,92.0,161.0
47669564,200,24,9.0,39.67,6.0,2,4,False,S,35.8188561082925,128.754736816928,경상북도 경산시 사동,True,True,True,True,True,1944.0,112.0,13.0,199.0,2340.0,251.0,138.0
47669562,300,34,9.0,49.59,6.0,2,4,False,SE,35.8188071758624,128.754860320795,경상북도 경산시 사동,True,True,False,True,True,1951.0,118.0,25.0,204.0,2352.0,259.0,138.0
47669549,100,17,9.0,39.67,6.0,2,4,False,S,35.8162839168605,128.762502660006,경상북도 경산시 사동,True,True,True,True,True,2387.0,267.0,69.0,622.0,3062.0,199.0,58.0
47669544,300,21,9.0,40.0,6.0,3,4,False,S,35.820336121121,128.724371412286,경상북도 경산시 옥산동,True,True,True,True,True,1567.0,158.0,66.0,328.0,1652.0,61.0,91.0
47669531,500,41,9.0,49.59,6.0,2,4,True,S,35.8146505987073,128.755825385599,경상북도 경산시 사동,True,True,False,True,True,2420.0,67.0,43.0,218.0,2741.0,176.0,98.0
47669528,100,13,9.0,33.05,6.0,2,3,False,SE,35.8157972111757,128.763707014991,경상북도 경산시 사동,True,True,False,True,True,2478.0,357.0,186.0,639.0,3181.0,315.0,116.0
